timestamp,NOSE_x,NOSE_y,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_HEEL_x,LEFT_HEEL_y,RIGHT_HEEL_x,RIGHT_HEEL_y
0.0,0.5015987157821655,0.31409752368927,0.5093700885772705,0.31061866879463196,0.49162107706069946,0.31303921341896057,0.5297631025314331,0.3772507309913635,0.4748985171318054,0.3804643750190735,0.5215203166007996,0.525820255279541,0.48956477642059326,0.5260326266288757,0.5399953126907349,0.4497063457965851,0.4698048233985901,0.4555667042732239,0.543120801448822,0.5207631587982178,0.47011157870292664,0.5219182372093201,0.5220724940299988,0.6335358023643494,0.4933149814605713,0.635864794254303,0.5152864456176758,0.747467041015625,0.5012692809104919,0.7481107711791992
0.03333333333333333,0.5012966990470886,0.31422725319862366,0.5092664361000061,0.31077268719673157,0.49143895506858826,0.3130301237106323,0.5294354557991028,0.37701544165611267,0.47497111558914185,0.3804642856121063,0.5214716792106628,0.5241689085960388,0.4900077283382416,0.5259575247764587,0.540006697177887,0.4496527314186096,0.46983602643013,0.4556756615638733,0.5429269075393677,0.5200894474983215,0.4703214466571808,0.5211619138717651,0.5220727324485779,0.6325557231903076,0.4932762682437897,0.635144829750061,0.5153715014457703,0.7478308081626892,0.5021862983703613,0.7499200105667114
0.06666666666666667,0.5011810064315796,0.31423062086105347,0.5092585682868958,0.310796856880188,0.4913254380226135,0.3130131959915161,0.5294303894042969,0.37683337926864624,0.47513797879219055,0.3804631531238556,0.521437406539917,0.5235900282859802,0.49010851979255676,0.5258924961090088,0.540061891078949,0.4496248662471771,0.4698897898197174,0.45567625761032104,0.5428842306137085,0.5194604992866516,0.4706401526927948,0.5206270813941956,0.5220906138420105,0.6322771310806274,0.4930853545665741,0.6349629163742065,0.5154328942298889,0.7478347420692444,0.5021741986274719,0.7502588629722595
0.1,0.5011745095252991,0.3142087161540985,0.5092713832855225,0.31077516078948975,0.49128457903862,0.3129882216453552,0.5294723510742188,0.37664759159088135,0.4754692614078522,0.3804653584957123,0.5214271545410156,0.523328959941864,0.4901832640171051,0.5257891416549683,0.5401108264923096,0.4496353566646576,0.46994996070861816,0.4556477665901184,0.5428849458694458,0.5189923644065857,0.47105270624160767,0.5202289819717407,0.5222121477127075,0.6322528123855591,0.492895245552063,0.6348950862884521,0.5154880881309509,0.7478964328765869,0.50215083360672,0.7502624988555908
0.13333333333333333,0.5011438727378845,0.3142138719558716,0.5092922449111938,0.3107777535915375,0.4912581145763397,0.31298500299453735,0.5295964479446411,0.3765193819999695,0.47592854499816895,0.38049015402793884,0.5214278101921082,0.5232764482498169,0.4902849793434143,0.5257847905158997,0.540151834487915,0.44963887333869934,0.47003358602523804,0.455752968788147,0.5429661273956299,0.5187703967094421,0.471600741147995,0.5203379392623901,0.5223161578178406,0.6322028040885925,0.4927155077457428,0.6349353790283203,0.5155587196350098,0.747982382774353,0.5020371675491333,0.7502320408821106
0.16666666666666666,0.5011337995529175,0.31429925560951233,0.5093411207199097,0.31080201268196106,0.4912464916706085,0.3130323588848114,0.5298324823379517,0.376407653093338,0.476420521736145,0.38051721453666687,0.5215263366699219,0.5233917236328125,0.4905873239040375,0.5263984799385071,0.5402399897575378,0.4496585726737976,0.4701867401599884,0.45690375566482544,0.5431267023086548,0.5187793970108032,0.47227564454078674,0.520799458026886,0.5224189162254333,0.6322881579399109,0.49267807602882385,0.6355078816413879,0.5157054662704468,0.7481008768081665,0.5020240545272827,0.7502192258834839
0.2,0.5011375546455383,0.3145357370376587,0.5094757676124573,0.31083929538726807,0.49124887585639954,0.3131430447101593,0.5301741361618042,0.37639477849006653,0.47696220874786377,0.3805202543735504,0.5215877294540405,0.5236129760742188,0.49068960547447205,0.5268493890762329,0.5403081774711609,0.4499935209751129,0.4705696702003479,0.45833221077919006,0.5435510277748108,0.518957257270813,0.47308439016342163,0.5224791765213013,0.5225248336791992,0.632561445236206,0.4925887882709503,0.6365803480148315,0.5158759951591492,0.7484685778617859,0.5019581913948059,0.7501150369644165
0.23333333333333334,0.5011653304100037,0.31458669900894165,0.5096648931503296,0.3108537495136261,0.49128299951553345,0.31314852833747864,0.5304790735244751,0.3763899505138397,0.47730961441993713,0.38048475980758667,0.5217364430427551,0.5239600539207458,0.4908286929130554,0.5273903608322144,0.5403228402137756,0.4508307874202728,0.47101449966430664,0.45852935314178467,0.5439372658729553,0.5194780826568604,0.4739857017993927,0.5233032703399658,0.5228433012962341,0.6326866149902344,0.4925025999546051,0.6368270516395569,0.5161088109016418,0.7484714984893799,0.5019094944000244,0.7498703598976135
0.26666666666666666,0.5012062191963196,0.31459495425224304,0.5098313689231873,0.3108552098274231,0.49139782786369324,0.3131482005119324,0.5308064818382263,0.37643682956695557,0.4776320457458496,0.3803975284099579,0.5218572020530701,0.5239763259887695,0.49089717864990234,0.5273759365081787,0.5404686331748962,0.4513508379459381,0.4716087579727173,0.45875778794288635,0.5446224808692932,0.5197814106941223,0.47476065158843994,0.5233656764030457,0.5230495929718018,0.6326903700828552,0.49246060848236084,0.6368079781532288,0.5163013339042664,0.7485572695732117,0.5018770694732666,0.7498024106025696
0.3,0.5012807250022888,0.314534068107605,0.5100793838500977,0.31083378195762634,0.49157145619392395,0.313131183385849,0.5310275554656982,0.3764563798904419,0.47786766290664673,0.3803786039352417,0.5220721960067749,0.5239828824996948,0.4909956455230713,0.5273973345756531,0.5408860445022583,0.45152950286865234,0.47184470295906067,0.45895150303840637,0.5453671813011169,0.5198819637298584,0.4759766757488251,0.5233544111251831,0.5233979821205139,0.6326762437820435,0.4924786388874054,0.6367961168289185,0.5164515376091003,0.7484690546989441,0.5018627047538757,0.749791145324707
